product_name,correct_category
ลวดเชื่อมเปลือยใช้เชื่อมเหล็กกล้าละมุนด้วยอาร์กโดยมีก๊าซปกคลุม FAMILIARC MG-51T  เส้นผ่านศูนย์กลาง 1.2 มิลลิเมตร ขนาด 300 กิโลกรัม ARROW PACK,ผลิตภัณฑ์เหล็ก
ฉนวนยาง Aeroflex FO หนา 3 มิลลิเมตร,ฉนวนกันความร้อน
เบเยอร์ ซุปเปอร์ ไฮ ชิลด์ โปรเฟสชั่นนอล ภายใน I-100 (White) ขนาด 5 แกลลอน,วัสดุมุงหลังคา
บล็อกช่องลม ขนาด 30X30X30X20 เซนติเมตร,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
อิฐมวลเบาคิวคอน ชั้นคุณภาพ 4 ขนาด : กว้าง 20 x ยาว 60 x  หนา 7.5 – 25 เซนติเมตร,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กลวดคาร์บอนต่ำ ชั้นคุณภาพ SWRM12 ขนาด 7 mm.,ผลิตภัณฑ์เหล็ก
สีน้ำอะครีลิค เอ็กซ์ตร้าปาม ชนิดเนียน สำหรับทาภายนอก เบส บี บรรจุ 1 แกลลอน,สีและเคมีภัณฑ์
ทีโอเอ กลิปตั้น สีเคลือบ เงา เบส 1/4 แกลลอน #000D,สีและเคมีภัณฑ์
7IN1 สีน้ำยืดหยุ่น กึ่งเงา ภายนอก เบส 10 ลิตร #000B,สีและเคมีภัณฑ์
กระเบื้องโมเสค คอตโต้ (คละสี) ขนาด 57.8x57.8 mm. (22S),กระเบื้องและเซรามิก
ข้อต่อตรงเกลียวในทองเหลือง-หนา ฟ้า 25,สุขภัณฑ์
เบเยอร์ คูล ยูวี ชิลด์ เบส ซี ขนาด 1 แกลลอน,สีและเคมีภัณฑ์
7IN1 สีน้ำยืดหยุ่น กึ่งเงา ภายนอก เบส 10 ลิตร #000D,สีและเคมีภัณฑ์
กระเบื้องบุผนัง โสสุโก้ 25x40 ซม. NK2,กระเบื้องและเซรามิก
ทีโอเอ ชิลด์วัน นาโน สีน้ำ ชนิดเนียน สำหรับภายนอก เบสซี บรรจุ 2.5 แกลลอน,สีและเคมีภัณฑ์
ปูนซีเมนต์ปอร์ตแลนด์ประเภท 1 ตราอินทรีเพชร บรรจุถุงกระดาษ Kraft ขนาด 50 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
อิฐมวลเบาคิวคอน ชั้นคุณภาพ 2 ขนาด : กว้าง 20 x ยาว 60 x  หนา 7.5 – 25 เซนติเมตร,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
พอลิเมอร์เสริมเส้นใยสำหรับงานโครงสร้างคอนกรีตไม่อัดแรง ขนาด 25 มม. (ผลิตภัณฑ์ตัวอย่าง),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เบเยอร์คูล ยูวี ฃิลด์ เฉดสีเข้ม ขนาดบรรจุ 3.5 ลิตร,สีและเคมีภัณฑ์
ปูนงานโครงสร้าง เอสซีจี แบบบัลค์ ขนาด 1000 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
"ท่อเหล็กแบนดำ 4""x1""x 1.00 - 3.20 มม.",ผลิตภัณฑ์เหล็ก
ทีโอเอ ลอฟท์ ปูนฉาบขัดมันสำเร็จรูป 12 กก #LOFT3,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมกัลวาไนซ์ ขนาด 70 x 70 มิลลิเมตร ความหนา 2.50 - 6.30 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดแป๊บสี่เหลี่ยมจัตุรัส ขนาด 50x50 มม. X  หนา 1.35 มม.,ผลิตภัณฑ์เหล็ก
ท่อแบนดำ ขนาด 38 x 19 มิลลิเมตร ความหนา 1.20 - 3.20 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
Tufmag AF,อื่นๆ
เหล็กแผ่นรีดร้อนชนิดแผ่นหนา,ผลิตภัณฑ์เหล็ก
พอลิเมอร์เสริมเส้นใยสำหรับงานโครงสร้างคอนกรีตไม่อัดแรง ขนาด 22 มม. (ผลิตภัณฑ์ตัวอย่าง),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ทีโอเอ ชิลด์วัน นาโน สีน้ำ กึ่งเงา ภายนอก เบส 2.5 แกลลอน #000C,สีและเคมีภัณฑ์
เบเยอร์ ซินโนเท็กซ์ ชิลด์ แม๊กซ์ ชนิดด้าน เบส A ขนาด 5 แกลลอน,สีและเคมีภัณฑ์
ซุปเปอร์เมเทค สีน้ำ ด้าน ภายนอก เบส 2.5 แกลลอน #000C,สีและเคมีภัณฑ์
ไม้ตกแต่งบันได 25 mm สีธรรมชาติ,สีและเคมีภัณฑ์
เหล็กเส้นข้ออ้อย 500N DB12 6M,ผลิตภัณฑ์เหล็ก
เบเยอร์คูล ไดมอนด์ ชิลด์ พลัส ชนิดเนียน ภายนอก เบส บี ขนาด 2.5 แกลลอน,สีและเคมีภัณฑ์
กาวซีเมนต์ (คอตโต้) บรรจุถุง 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
คอนกรีตผสมเสร็จ ตราอินทรีคอนกรีต ขนาดกำลังอัด 280 ksc ปริมาตร 1 m3,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เบเยอร์ คูล ไดมอนด์ ชิลด์ 10 กึ่งเงา เบส ซี ขนาด 1 แกลลอน,สีและเคมีภัณฑ์
ซุปเปอร์ เมเทค สีน้ำ ชนิดด้าน สำหรับภายใน เบสบี บรรจุ 2.5 แกลลอน,สีและเคมีภัณฑ์
สีน้ำทีโอเอ ชิลด์ วัน นาโน ชนิดด้าน สำหรับภายใน เบส บี บรรจุ 5 แกลลอน,สีและเคมีภัณฑ์
